timestamp,zone_name,energy_type,generated_kwh,delivered_kwh,curtailed_kwh,revenue_eur,leakage_eur,sensor_status
2024-02-26,Dun Laoghaire-Rathdown,Solar,4051.65,3297.54084953057768676,754.10915046942231324,280.2909722100991363500084953057768676,64.0992777899009041664915046942231324,Failed (weight: 5)
2025-06-21,Dun Laoghaire-Rathdown,Wind,1964.92,1532.414200433320805332,432.505799566679194668,130.25520703683228377736200433320805332,36.76299296316773587183799566679194668,Noisy (weight: 5)
2024-04-04,Dun Laoghaire-Rathdown,Wind,1011.59,947.567984800048497421,64.022015199951502579,80.54327870800413175646484800048497421,5.44187129199587835943515199951502579,Active (weight: 90)
2024-01-22,South Dublin,Solar,3147.77,2574.807479124374322516,572.962520875625677484,218.85863572557184316193479124374322516,48.70181427442818831576520875625677484,Active (weight: 90)
2024-10-20,Dun Laoghaire-Rathdown,Wind,3167.28,2363.458466771278137072,803.821533228721862928,200.89396967555866528570466771278137072,68.32483032444136638709533228721862928,Failed (weight: 5)
2024-11-01,Dublin City,Wind,4058.06,3247.885346697230132446,810.174653302769867554,276.07025446926459373676346697230132446,68.86484553073544684383653302769867554,Failed (weight: 5)
2024-03-26,Dun Laoghaire-Rathdown,Solar,3508.13,2927.517832321216641211,580.612167678783358789,248.83901574730344377811332321216641211,49.35203425269659130318667678783358789,Noisy (weight: 5)
2025-06-22,Fingal,Wind,1230.96,1083.833015466687219264,147.126984533312780736,92.12580631466842447577015466687219264,12.50579368533158783382984533312780736,Failed (weight: 5)
2024-10-15,Dun Laoghaire-Rathdown,Solar,1009.61,748.301461423114253151,261.308538576885746849,63.60562422096471900084961423114253151,22.21122577903529109525038576885746849,Active (weight: 90)
2024-11-19,Fingal,Wind,3859.27,3000.968882822176049116,858.301117177823950884,255.08235503988499418454882822176049116,72.95559496011504440815117177823950884,Failed (weight: 5)
2025-03-18,Dun Laoghaire-Rathdown,Solar,988.39,781.992788969990279903,206.397211030009720097,66.46938706244918161168288969990279903,17.54376293755082827221711030009720097,Active (weight: 90)
2024-08-05,South Dublin,Wind,1480.64,1321.913877210182046336,158.726122789817953664,112.36267956286548715769877210182046336,13.49172043713452764870122789817953664,Failed (weight: 5)
2024-01-26,Dublin City,Solar,3268.66,2577.025043236117395678,691.634956763882604322,219.04712867507000440288043236117395678,58.78897132493002828371956763882604322,Noisy (weight: 5)
2024-09-12,South Dublin,Wind,3911.96,3078.460328021677893528,833.499671978322106472,261.66912788184265173448328021677893528,70.84747211815738738511671978322106472,Failed (weight: 5)
2024-04-12,Dun Laoghaire-Rathdown,Solar,4085.21,3276.559766957308116061,808.650233042691883939,278.50758019137122263078266957308116061,68.73526980862881822131733042691883939,Noisy (weight: 5)
2024-04-26,Dublin City,Wind,2695.48,2313.668888310509082912,381.811111689490917088,196.66185550639329518420888310509082912,32.45394449360673177059111689490917088,Noisy (weight: 5)
2025-03-28,Fingal,Solar,3407.12,2516.090624906796384336,891.029375093203615664,213.86770311707771782946624906796384336,75.73749688292231624173375093203615664,Active (weight: 90)
2024-05-31,Fingal,Solar,1363.04,1135.838331961655155904,227.201668038344844096,96.54625821674069961022331961655155904,19.31214178325931402017668038344844096,Failed (weight: 5)
2025-06-10,Dun Laoghaire-Rathdown,Wind,1839.44,1731.794203204947929624,107.645796795052070376,147.20250727242059133598203204947929624,9.14989272757942705841796795052070376,Noisy (weight: 5)
2024-11-24,Dublin City,Wind,3466.57,3183.248157488600755603,283.321842511399244397,270.57609338653109605873657488600755603,24.08235661346893860696342511399244397,Noisy (weight: 5)
2024-01-05,South Dublin,Wind,3228.34,2587.13755831346901473,641.20244168653098527,219.9066924566448921234255831346901473,54.5022075433551401599744168653098527,Failed (weight: 5)
2025-06-23,Fingal,Solar,1139.03,932.541800434356733325,206.488199565643266675,79.26605303692033165804300434356733325,17.55149696307967973225699565643266675,Noisy (weight: 5)
2025-04-18,South Dublin,Wind,2417.89,2100.726964439669690692,317.163035560330309308,178.56179197737194471608964439669690692,26.95885802262807946281035560330309308,Active (weight: 90)
2024-01-26,Fingal,Wind,1380.32,1055.922086161290816896,324.397913838709183104,89.75337732370972999538086161290816896,27.57382267629028380781913838709183104,Noisy (weight: 5)
2025-04-02,South Dublin,Wind,2506.84,2339.792635115768027272,167.047364884231972728,198.88237398484030571604635115768027272,14.19902601515971935235364884231972728,Noisy (weight: 5)
2024-12-02,Fingal,Solar,2774.26,2570.471391527661456326,203.788608472338543674,218.49006827985124949242391527661456326,17.32203172014877825017608472338543674,Active (weight: 90)
2024-06-18,Dun Laoghaire-Rathdown,Wind,1627.66,1368.889084212580356024,258.770915787419643976,116.35557215806934395093084212580356024,21.99552784193067232566915787419643976,Failed (weight: 5)
2024-08-26,Fingal,Solar,1543.34,1344.262497564271338404,199.077502435728661596,114.26231229296307720696497564271338404,16.92158770703693822643502435728661596,Failed (weight: 5)
2024-12-05,Dublin City,Wind,2501.42,1769.61523896978539969,731.80476103021460031,150.4172953124317766698023896978539969,62.2034046875682483443976103021460031,Noisy (weight: 5)
2024-05-17,Fingal,Solar,966.25,771.078872394927678,195.171127605072322,65.54170415356886034078872394927678,16.58954584643114932171127605072322,Active (weight: 90)
2024-05-18,Dun Laoghaire-Rathdown,Wind,1958.8,1417.2814049462605036,541.5185950537394964,120.468919420432156978814049462605036,46.029080579567862609185950537394964,Active (weight: 90)
2024-10-28,Fingal,Solar,2327.32,1641.737649747751328224,685.582350252248671776,139.54770022855887931641649747751328224,58.27449977144114395678350252248671776,Active (weight: 90)
2025-04-10,South Dublin,Wind,1263.5,930.83598952636518695,332.66401047363481305,79.1210591097410501991098952636518695,28.2764408902589624358901047363481305,Failed (weight: 5)
2025-01-24,Dublin City,Solar,2985.81,2559.386765944523901723,426.423234055476098277,217.54787510528455724032265944523901723,36.24597489471547261777734055476098277,Active (weight: 90)
2024-04-17,South Dublin,Solar,1546.75,1345.308801434781682775,201.441198565218317225,114.35124812195645648896301434781682775,17.12250187804355897853698565218317225,Active (weight: 90)
2024-10-21,Dublin City,Wind,2924.11,2163.24720621452835791,760.86279378547164209,183.8760125282349320548220621452835791,64.6733374717650971862779378547164209,Failed (weight: 5)
2024-01-16,Dublin City,Solar,1339.09,1288.321899182980881547,50.768100817019118453,109.50736143055338781471399182980881547,4.31528856944662557618600817019118453,Failed (weight: 5)
2024-09-27,Fingal,Wind,3201.23,2647.563450826419571501,553.666549173580428499,225.04289332024569005321950826419571501,47.06165667975434195908049173580428499,Active (weight: 90)
2024-10-18,South Dublin,Solar,3734.97,2946.294395759469897453,788.675604240530102547,250.43502363955497074644895759469897453,67.03742636044506660325104240530102547,Noisy (weight: 5)
2025-02-21,Dun Laoghaire-Rathdown,Wind,2422.22,1788.902723216407447518,633.317276783592552482,152.05673147339465092805723216407447518,53.83196852660537329414276783592552482,Failed (weight: 5)
2024-01-10,Fingal,Solar,3770.54,3233.686592687064855116,536.853407312935144884,274.86336037840054502172592687064855116,45.63253962159949268367407312935144884,Active (weight: 90)
2024-07-18,Dublin City,Wind,3992.32,2917.43620648040443904,1074.88379351959556096,247.9820775508344064927620648040443904,91.3651224491656334304379351959556096,Noisy (weight: 5)
2024-06-27,Dun Laoghaire-Rathdown,Wind,2051.89,1745.126462860330916324,306.763537139669083676,148.33574934312814533880462860330916324,26.07490065687187518009537139669083676,Active (weight: 90)
2025-06-08,Dublin City,Solar,4191.35,3662.81929030060209256,528.53070969939790744,311.3396396755512144957929030060209256,44.9251103244488274177070969939790744,Active (weight: 90)
2024-01-31,South Dublin,Wind,2644.7,2384.51660792516241295,260.18339207483758705,202.6839116736388289459160792516241295,22.1155883263611975010839207483758705,Active (weight: 90)
2025-05-22,Fingal,Solar,3996.13,3055.35935052984001889,940.77064947015998111,259.7055447950364321592435052984001889,79.9655052049636078020564947015998111,Active (weight: 90)
2024-01-13,Dublin City,Wind,3340.78,3106.807951133530382364,233.972048866469617636,264.07867584635011356901951133530382364,19.88762415364991983878048866469617636,Noisy (weight: 5)
2024-03-06,Fingal,Solar,2199.76,1953.945150837884227048,245.814849162115772952,166.08533782122017883853150837884227048,20.89426217877984315906849162115772952,Noisy (weight: 5)
2025-03-10,Dublin City,Solar,3188.98,2893.010820511973766344,295.969179488026233656,245.90591974351779906934820511973766344,25.15738025648223282045179488026233656,Failed (weight: 5)
2024-02-03,South Dublin,Wind,2059.68,1975.239981997068646944,84.440018002931353056,167.89539846975085474263981997068646944,7.17740153024916585416018002931353056,Failed (weight: 5)
2025-02-17,Fingal,Solar,1484.87,1204.078615517591846979,280.791384482408153021,102.34668231899531903400115517591846979,23.86726768100469581469884482408153021,Failed (weight: 5)
2024-10-16,Fingal,Wind,1526.01,1338.564977415860153277,187.445022584139846723,113.77802308034812641419477415860153277,15.93282691965188884590522584139846723,Failed (weight: 5)
2024-03-01,Dun Laoghaire-Rathdown,Wind,3594.21,3044.271133121917358187,549.938866878082641813,258.76304631536300588860633121917358187,46.74480368463703005349366878082641813,Noisy (weight: 5)
2024-10-19,Dublin City,Wind,4052.9,3372.71875680040278181,680.18124319959721819,286.6810943280342701810375680040278181,57.8154056719657703479624319959721819,Noisy (weight: 5)
2025-01-01,Fingal,Wind,3181.38,2971.022250465206576118,210.357749534793423882,252.53689128954258868025250465206576118,17.88040871045744313354749534793423882,Noisy (weight: 5)
2024-09-16,South Dublin,Solar,2418.02,2003.187161302569844712,414.832838697430155288,170.27090871071845683239161302569844712,35.26079128928156734780838697430155288,Failed (weight: 5)
2025-01-01,Dublin City,Solar,2346.33,1659.966262216671750894,686.363737783328249106,141.09713228841711542565262216671750894,58.34091771158290803764737783328249106,Failed (weight: 5)
2024-05-12,South Dublin,Wind,2617.9,1858.82565942279876746,759.07434057720123254,158.0001810509379138223565942279876746,64.5213189490621123566434057720123254,Active (weight: 90)
2024-05-07,Dublin City,Wind,4069.05,3344.80409990398120719,724.24590009601879281,284.3083484918384360591909990398120719,61.5609015081616046313090009601879281,Active (weight: 90)
2024-11-29,Fingal,Wind,2432.37,2034.005789700817498785,398.364210299182501215,172.89049212456950773678289700817498785,33.86095787543051658691710299182501215,Failed (weight: 5)
2025-02-04,Dublin City,Wind,2836.89,2729.198560878041281659,107.691439121958718341,231.98187767463353623300060878041281659,9.15377232536649213589939121958718341,Noisy (weight: 5)
2025-03-09,Fingal,Wind,3475.8,2709.48702711575153052,766.31297288424846948,230.3063973048389071890702711575153052,65.1366026951611275689297288424846948,Active (weight: 90)
2024-09-15,Fingal,Wind,1414.37,1266.061767678520482042,148.308232321479517958,107.61525025267425363418767678520482042,12.60619974732576050951232321479517958,Noisy (weight: 5)
2025-04-07,South Dublin,Solar,2600.32,1827.236495597228024128,773.083504402771975872,155.31510212576440032324495597228024128,65.71209787423562567995504402771975872,Active (weight: 90)
2025-06-17,Dublin City,Solar,903.26,679.079764889817097932,224.180235110182902068,57.72178001563446011501764889817097932,19.05531998436554891758235110182902068,Failed (weight: 5)
2025-03-08,Fingal,Wind,1630.12,1323.242231064130989544,306.877768935869010456,112.47558964045114734366231064130989544,26.08461035954886895753768935869010456,Failed (weight: 5)
2024-09-13,South Dublin,Wind,1253.3,884.40613620658177056,368.89386379341822944,75.1745215775594593416613620658177056,31.3559784224405531913386379341822944,Active (weight: 90)
2024-07-06,South Dublin,Solar,3711.13,3520.469942720628370384,190.660057279371629616,299.23994513125344668733942720628370384,16.20610486874659042396057279371629616,Failed (weight: 5)
2024-12-15,Dun Laoghaire-Rathdown,Wind,3704.13,2606.163705878230991799,1097.966294121769008201,221.52391499964966036455205878230991799,93.32713500035037667674794121769008201,Active (weight: 90)
2024-01-27,Fingal,Solar,2922.09,2638.64903646999358692,283.44096353000641308,224.2851680999494812746903646999358692,24.0924819000505479462096353000641308,Noisy (weight: 5)
2025-04-08,Dun Laoghaire-Rathdown,Solar,2188.27,1557.179768971581510399,631.090231028418489601,132.36028036258444395571268971581510399,53.64266963741557792698731028418489601,Failed (weight: 5)
2024-09-17,Dublin City,Wind,2688.6,2476.34690915817090198,212.25309084182909802,210.4894872784445514317690915817090198,18.0415127215554754542309084182909802,Active (weight: 90)
2025-06-02,Dublin City,Solar,3168.1,2663.4762281882851707,504.6237718117148293,226.395479396004266144262281882851707,42.893020603995765536737718117148293,Active (weight: 90)
2025-03-18,Dun Laoghaire-Rathdown,Solar,3407.17,2737.034114498753421027,670.135885501246578973,232.64789973239406815763614498753421027,56.96155026760596591406385501246578973,Noisy (weight: 5)
2024-02-06,Dublin City,Wind,2844.26,2656.50126488530081322,187.75873511469918678,225.8026075152505956887126488530081322,15.9594924847494327538873511469918678,Failed (weight: 5)
2025-02-12,Dublin City,Wind,3634.9,3359.29848100825292743,275.60151899174707257,285.5403708857015324245348100825292743,23.4261291142985039244651899174707257,Noisy (weight: 5)
2024-12-20,Dublin City,Solar,3147.95,2248.509667211836665195,899.440332788163334805,191.12332171300613902667167211836665195,76.45242828699389245282832788163334805,Noisy (weight: 5)
2025-04-07,Fingal,Solar,2472.95,2310.8444957348145363,162.1055042651854637,196.421782137459258693944957348145363,13.778967862540766035555042651854637,Failed (weight: 5)
2024-05-16,Dublin City,Solar,3006.0,2349.2436269512883148,656.7563730487116852,199.685708290859530250436269512883148,55.824291709140499809563730487116852,Failed (weight: 5)
2024-04-05,South Dublin,Solar,3213.78,2473.935508633487367846,739.844491366512632154,210.28451823384645100626508633487367846,62.88678176615358113153491366512632154,Failed (weight: 5)
2024-12-27,Dun Laoghaire-Rathdown,Wind,2136.45,1882.517398846425502755,253.932601153574497245,160.01397890194618655934898846425502755,21.58427109805383480515101153574497245,Failed (weight: 5)
2024-12-07,Dun Laoghaire-Rathdown,Wind,3085.28,2209.925976945050786048,875.354023054949213952,187.84370804032933891333976945050786048,74.40509195967069193946023054949213952,Failed (weight: 5)
2025-04-21,South Dublin,Wind,1887.55,1395.836174386568976985,491.713825613431023015,118.64607482285837700208674386568976985,41.79567517714164187341325613431023015,Failed (weight: 5)
2024-10-19,Dun Laoghaire-Rathdown,Wind,1527.55,1159.9727689850637829,367.5772310149362171,98.597685363730433146227689850637829,31.244064636269582129272310149362171,Noisy (weight: 5)
2025-03-18,Dun Laoghaire-Rathdown,Wind,2641.34,2213.222319065662008026,428.117680934337991974,188.12389712058129281443319065662008026,36.39000287941873359896680934337991974,Active (weight: 90)
2024-11-23,Fingal,Solar,3246.66,2451.274254776537664732,795.385745223462335268,208.35831165600572601496254776537664732,67.60778834399430645163745223462335268,Noisy (weight: 5)
2024-06-01,South Dublin,Wind,2857.91,2210.564337521482125348,647.345662478517874652,187.89796868932600276022337521482125348,55.02438131067402581887662478517874652,Noisy (weight: 5)
2024-10-09,Fingal,Wind,3983.05,3881.577912036036467085,101.472087963963532915,329.93412252306313851800412036036467085,8.62512747693690131249587963963532915,Failed (weight: 5)
2024-03-05,Dublin City,Solar,2579.14,2479.128883154360247322,100.011116845639752678,210.72595506812064581365883154360247322,8.50094493187937997774116845639752678,Noisy (weight: 5)
2024-12-03,Dun Laoghaire-Rathdown,Solar,4043.18,3096.7209830229770247,946.4590169770229753,263.221283556953078066709830229770247,80.449016443046962365090169770229753,Failed (weight: 5)
2025-01-15,South Dublin,Wind,3950.41,3116.118798748561041481,834.291201251438958519,264.87009789362771968707298748561041481,70.91475210637231981702701251438958519,Noisy (weight: 5)
2024-02-10,Dublin City,Solar,1976.33,1405.019506039299803478,571.310493960700196522,119.42665801334049734582506039299803478,48.56139198665952241747493960700196522,Failed (weight: 5)
2024-08-22,South Dublin,Solar,2685.3,2261.15356026056074719,424.14643973943925281,192.1980526221476861226856026056074719,36.0524473778523407303143973943925281,Noisy (weight: 5)
2024-08-03,Fingal,Wind,1158.65,941.639580178412105025,217.010419821587894975,80.03936431516503834352080178412105025,18.44588568483497324297919821587894975,Failed (weight: 5)
2024-08-30,South Dublin,Wind,900.54,731.805559121341106622,168.734440878658893378,62.20347252531400138092559121341106622,14.34242747468600762447440878658893378,Noisy (weight: 5)
2024-05-09,South Dublin,Wind,2582.3,2001.2270687994724188,581.0729312005275812,170.104300847955175610270687994724188,49.391199152044850212729312005275812,Failed (weight: 5)
2024-12-14,Dun Laoghaire-Rathdown,Wind,1089.19,892.934367465605340106,196.255632534394659894,75.89942123457646283835367465605340106,16.68172876542354805354632534394659894,Noisy (weight: 5)
2024-11-27,Dun Laoghaire-Rathdown,Wind,1892.31,1585.906876470036481599,306.403123529963518401,134.80208449995311679498376470036481599,26.04426550004690212811623529963518401,Noisy (weight: 5)
2024-11-07,Fingal,Solar,3938.73,3677.051415940673141268,261.678584059326858732,312.54937035495725377829415940673141268,22.24267964504278560900584059326858732,Active (weight: 90)
2024-12-04,Fingal,Solar,1077.97,821.977799203028668262,255.992200796971331738,69.86811293225744502204799203028668262,21.75933706774256575765200796971331738,Failed (weight: 5)
2025-04-28,Dublin City,Solar,4198.06,3283.590475261882217056,914.469524738117782944,279.10519039726002128566475261882217056,77.72990960274002069493524738117782944,Noisy (weight: 5)
2025-05-20,South Dublin,Wind,1874.65,1519.086067528649947575,355.563932471350052425,129.12231573993526073473567528649947575,30.22293426006475801176432471350052425,Failed (weight: 5)
2025-01-26,Fingal,Wind,1097.58,835.489031586105687582,262.090968413894312418,71.01656768481899179936031586105687582,22.27773231518101917643968413894312418,Active (weight: 90)
2024-08-08,Dun Laoghaire-Rathdown,Solar,851.34,712.302085417747168302,139.037914582252831698,60.54567726050851642869085417747168302,11.81822273949149208470914582252831698,Failed (weight: 5)
2024-09-18,Fingal,Wind,2771.52,2084.202576317893041216,687.317423682106958784,177.15721898702092934538576317893041216,58.42198101297909836981423682106958784,Active (weight: 90)
2024-05-10,Dun Laoghaire-Rathdown,Solar,2835.61,2496.943619115565232735,338.666380884434767265,212.24020762482306975191119115565232735,28.78664237517695860418880884434767265,Active (weight: 90)
2024-03-23,South Dublin,Solar,2561.35,2178.48615422001653551,382.86384577998346449,185.1713231087014273032115422001653551,32.5434268912985983102884577998346449,Noisy (weight: 5)
2025-04-06,Dun Laoghaire-Rathdown,Solar,2847.31,2325.642694507979148721,521.667305492020851279,197.67962903317825089771194507979148721,44.34172096682177757538805492020851279,Active (weight: 90)
2025-01-27,Dun Laoghaire-Rathdown,Solar,878.12,669.5905036403157366,208.5294963596842634,56.915192809426844306905036403157366,17.725007190573164474294963596842634,Failed (weight: 5)
2024-03-04,Dun Laoghaire-Rathdown,Solar,1665.34,1412.310580195361845824,253.029419804638154176,120.04639931660577101814580195361845824,21.50750068339424563525419804638154176,Noisy (weight: 5)
2024-09-25,South Dublin,Wind,1304.39,1260.22466687368228879,44.16533312631771121,107.1190966842630071493966687368228879,3.7540533157370058945033312631771121,Failed (weight: 5)
2025-04-06,Dublin City,Solar,1955.91,1894.440662800285154511,61.469337199714845489,161.02745633802425707784162800285154511,5.22489366197576248125837199714845489,Failed (weight: 5)
2025-03-06,Dublin City,Solar,1156.85,1119.951839138460159365,36.898160861539840635,95.19590632676912474554339138460159365,3.13634367323088682295660861539840635,Failed (weight: 5)
2024-02-07,Dublin City,Solar,1475.23,1055.893832534733722411,419.336167465266277589,89.75097576545237696387332534733722411,35.64357423454763778842667465266277589,Noisy (weight: 5)
2024-11-30,Dublin City,Solar,2929.17,2161.209011404123094838,767.960988595876905162,183.70276596935048467332011404123094838,65.27668403064954461837988595876905162,Active (weight: 90)
2025-05-28,Dun Laoghaire-Rathdown,Solar,963.84,725.177228078070795648,238.662771921929204352,61.64006438663602488185228078070795648,20.28633561336398475654771921929204352,Noisy (weight: 5)
2024-03-16,Dun Laoghaire-Rathdown,Solar,1292.22,1038.730580350380257094,253.489419649619742906,88.29209932978233224029580350380257094,21.54660067021768068190419649619742906,Failed (weight: 5)
2024-12-29,Dublin City,Solar,4107.81,3658.980930903317376336,448.829069096682623664,311.01337912678201357836930903317376336,38.15047087321802749973069096682623664,Noisy (weight: 5)
2024-03-31,Dublin City,Solar,2437.58,1933.11823917112810096,504.46176082887189904,164.3150503295459079127823917112810096,42.8792496704541164630176082887189904,Noisy (weight: 5)
2025-02-17,Fingal,Wind,2429.74,1898.402421710044728804,531.337578289955271196,161.36420584535382093236421710044728804,45.16369415464620336503578289955271196,Noisy (weight: 5)
2025-03-22,Fingal,Solar,1471.35,1112.73871654142042157,358.61128345857957843,94.5827909060207469608371654142042157,30.4819590939792677526628345857957843,Noisy (weight: 5)
2024-11-24,Fingal,Solar,1373.64,1096.650987678718455576,276.989012321281544424,93.21533395269107969046987678718455576,23.54406604730893404593012321281544424,Noisy (weight: 5)
2024-04-22,Dublin City,Solar,2370.46,1707.11375071234490293,663.34624928765509707,145.1046688105493338201875071234490293,56.3844311894506898844124928765509707,Noisy (weight: 5)
2024-04-05,Dun Laoghaire-Rathdown,Wind,1873.98,1746.468255852658792062,127.511744147341207938,148.44980174747601478995255852658792062,10.83849825252400394984744147341207938,Noisy (weight: 5)
2025-04-24,South Dublin,Wind,2174.38,1546.473317733727357988,627.906682266272642012,131.45023200736684089371317733727357988,53.37206799263318085008682266272642012,Failed (weight: 5)
2024-07-21,Dun Laoghaire-Rathdown,Solar,3100.43,2313.218266847105473952,787.211733152894526048,196.62355268200398841810266847105473952,66.91299731799604258619733152894526048,Active (weight: 90)
2025-03-18,Dun Laoghaire-Rathdown,Solar,4179.8,3563.37895746328463396,616.42104253671536604,302.8872113843792295203895746328463396,52.3957886156208122776104253671536604,Active (weight: 90)
2024-10-22,Dun Laoghaire-Rathdown,Solar,1698.61,1353.236835213067438094,345.373164786932561906,115.02513099311074577035835213067438094,29.35671900688927121574164786932561906,Failed (weight: 5)
2024-05-17,Dublin City,Wind,4169.0,3538.5769892708649458,630.4230107291350542,300.779044088023555778769892708649458,53.585955911976485911230107291350542,Failed (weight: 5)
2024-03-15,Fingal,Solar,2726.5,2599.20524535101466785,127.29475464898533215,220.9324458548362727593024535101466785,10.8200541451637545056975464898533215,Failed (weight: 5)
2025-06-23,Dun Laoghaire-Rathdown,Solar,2801.33,2692.756423198046348647,108.573576801953651353,228.88429597183396656255923198046348647,9.22875402816606145074076801953651353,Noisy (weight: 5)
2024-05-28,Fingal,Solar,3271.2,2480.99752020604423056,790.20247979395576944,210.8847892175137844075752020604423056,67.1672107824862483044247979395576944,Active (weight: 90)
2024-06-01,Dublin City,Wind,3818.81,3687.999673604030306257,130.810326395969693743,313.47997225634261291184173604030306257,11.11887774365742527625826395969693743,Noisy (weight: 5)
2025-01-26,Fingal,Solar,908.68,677.481823778581202372,231.198176221418797628,57.58595502117940897643823778581202372,19.65184497882060011036176221418797628,Noisy (weight: 5)
2024-09-04,Dun Laoghaire-Rathdown,Wind,1927.9,1617.17234789843982483,310.72765210156017517,137.4596495713674012822734789843982483,26.4118504286326179967265210156017517,Failed (weight: 5)
2025-06-25,Dublin City,Solar,3202.7,2987.59589049371614293,215.10410950628385707,253.9456506919659020250089049371614293,18.2838493080341300019910950628385707,Active (weight: 90)
2024-12-18,South Dublin,Solar,2462.89,2285.181699454573467908,177.708300545426532092,194.24044445363876762399699454573467908,15.10520554636125700490300545426532092,Noisy (weight: 5)
2024-11-04,South Dublin,Wind,3472.16,3356.488956077771180688,115.671043922228819312,285.30156126661058392336956077771180688,9.83203873338945079823043922228819312,Failed (weight: 5)
2024-03-22,South Dublin,Solar,3049.17,2421.641649567717858585,627.528350432282141415,205.83954021325604219614149567717858585,53.33990978674398829555850432282141415,Noisy (weight: 5)
2024-12-13,Dublin City,Solar,3656.71,2843.68535499627064916,813.02464500372935084,241.7132551746830336154535499627064916,69.1070948253170029516464500372935084,Active (weight: 90)
2024-12-25,Fingal,Solar,3465.23,2734.308209363164151333,730.921790636835848667,232.41619779586898020638709363164151333,62.12835220413105444591290636835848667,Active (weight: 90)
2024-02-15,South Dublin,Solar,3431.98,3086.28913617633272131,345.69086382366727869,262.3345765749883121742413617633272131,29.3837234250117221455586382366727869,Failed (weight: 5)
2024-03-11,South Dublin,Wind,3555.11,2962.807860473775929797,592.302139526224070203,251.83866814027098366082360473775929797,50.34568185972905189027639526224070203,Noisy (weight: 5)
2024-03-06,Dun Laoghaire-Rathdown,Solar,2348.83,1680.416469785869903043,668.413530214130096957,142.83539993179895856281969785869903043,56.81515006820106492548030214130096957,Failed (weight: 5)
2024-07-25,South Dublin,Solar,2855.24,2103.740239246223966696,751.499760753776033304,178.81792033592905820656239246223966696,63.87747966407097034583760753776033304,Noisy (weight: 5)
2025-03-20,South Dublin,Solar,2429.09,2273.750778450258449114,155.339221549741550886,193.26881616827199091219778450258449114,13.20383383172803337870221549741550886,Noisy (weight: 5)
2024-02-19,Dublin City,Solar,1506.86,1210.203124517107483944,296.656875482892516056,102.86726558395414823727124517107483944,25.21583441604586683132875482892516056,Noisy (weight: 5)
2025-06-08,Dublin City,Solar,4047.23,3301.849358041234969617,745.380641958765030383,280.65719543350500543593858041234969617,63.35735456649503503636141958765030383,Failed (weight: 5)
2024-08-06,Dublin City,Wind,2248.92,1746.960780959169423516,501.959219040830576484,148.49166638152941846846780959169423516,42.66653361847060402073219040830576484,Failed (weight: 5)
2024-05-31,Fingal,Wind,2430.96,2301.783576890887916904,129.176423109112083096,195.65160403572549595467576890887916904,10.97999596427452835492423109112083096,Active (weight: 90)
